Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2021/04/08,GME,GME,S,BATS,17100
2021/04/08,GME,GME,S,C2,4018
2021/04/08,GME,GME,S,CBOE,27095
2021/04/08,GME,GME,S,EDGX,7432
2021/04/09,GME,GME,S,BATS,25993
2021/04/09,GME,GME,S,C2,6772
2021/04/09,GME,GME,S,CBOE,35868
2021/04/09,GME,GME,S,EDGX,11504
2021/04/12,GME,GME,S,BATS,20278
2021/04/12,GME,GME,S,C2,6588
2021/04/12,GME,GME,S,CBOE,32466
2021/04/12,GME,GME,S,EDGX,11628
2021/04/13,GME,GME,S,BATS,11336
2021/04/13,GME,GME,S,C2,2975
2021/04/13,GME,GME,S,CBOE,18585
2021/04/13,GME,GME,S,EDGX,4716
2021/04/14,GME,GME,S,BATS,26466
2021/04/14,GME,GME,S,C2,8718
2021/04/14,GME,GME,S,CBOE,42598
2021/04/14,GME,GME,S,EDGX,13430
2021/04/15,GME,GME,S,BATS,16234
2021/04/15,GME,GME,S,C2,4434
2021/04/15,GME,GME,S,CBOE,31596
2021/04/15,GME,GME,S,EDGX,8835
2021/04/16,GME,GME,S,BATS,19700
2021/04/16,GME,GME,S,C2,3501
2021/04/16,GME,GME,S,CBOE,26120
2021/04/16,GME,GME,S,EDGX,8442
2021/04/19,GME,GME,S,BATS,12133
2021/04/19,GME,GME,S,C2,4394
2021/04/19,GME,GME,S,CBOE,22748
2021/04/19,GME,GME,S,EDGX,7117
2021/04/20,GME,GME,S,BATS,7591
2021/04/20,GME,GME,S,C2,1912
2021/04/20,GME,GME,S,CBOE,11157
2021/04/20,GME,GME,S,EDGX,2072
2021/04/21,GME,GME,S,BATS,9222
2021/04/21,GME,GME,S,C2,1810
2021/04/21,GME,GME,S,CBOE,11965
2021/04/21,GME,GME,S,EDGX,2703
2021/04/22,GME,GME,S,BATS,11916
2021/04/22,GME,GME,S,C2,2513
2021/04/22,GME,GME,S,CBOE,14599
2021/04/22,GME,GME,S,EDGX,3159
2021/04/23,GME,GME,S,BATS,16731
2021/04/23,GME,GME,S,C2,3792
2021/04/23,GME,GME,S,CBOE,18029
2021/04/23,GME,GME,S,EDGX,6835
2021/04/26,GME,GME,S,BATS,15669
2021/04/26,GME,GME,S,C2,5418
2021/04/26,GME,GME,S,CBOE,23549
2021/04/26,GME,GME,S,EDGX,7959
2021/04/27,GME,GME,S,BATS,15091
2021/04/27,GME,GME,S,C2,4494
2021/04/27,GME,GME,S,CBOE,17568
2021/04/27,GME,GME,S,EDGX,5745
2021/04/28,GME,GME,S,BATS,9691
2021/04/28,GME,GME,S,C2,3930
2021/04/28,GME,GME,S,CBOE,13938
2021/04/28,GME,GME,S,EDGX,2870
2021/04/29,GME,GME,S,BATS,13325
2021/04/29,GME,GME,S,C2,2639
2021/04/29,GME,GME,S,CBOE,20703
2021/04/29,GME,GME,S,EDGX,4178
2021/04/30,GME,GME,S,BATS,14357
2021/04/30,GME,GME,S,C2,2811
2021/04/30,GME,GME,S,CBOE,16868
2021/04/30,GME,GME,S,EDGX,4626
2021/05/03,GME,GME,S,BATS,7425
2021/05/03,GME,GME,S,C2,2713
2021/05/03,GME,GME,S,CBOE,11145
2021/05/03,GME,GME,S,EDGX,5263
2021/05/04,GME,GME,S,BATS,5900
2021/05/04,GME,GME,S,C2,2111
2021/05/04,GME,GME,S,CBOE,10465
2021/05/04,GME,GME,S,EDGX,3737
2021/05/05,GME,GME,S,BATS,5261
2021/05/05,GME,GME,S,C2,2177
2021/05/05,GME,GME,S,CBOE,7989
2021/05/05,GME,GME,S,EDGX,2407
2021/05/06,GME,GME,S,BATS,8159
2021/05/06,GME,GME,S,C2,2389
2021/05/06,GME,GME,S,CBOE,8517
2021/05/06,GME,GME,S,EDGX,4371
2021/05/07,GME,GME,S,BATS,13797
2021/05/07,GME,GME,S,C2,3531
2021/05/07,GME,GME,S,CBOE,15139
2021/05/07,GME,GME,S,EDGX,6072
2021/05/10,GME,GME,S,BATS,9771
2021/05/10,GME,GME,S,C2,3140
2021/05/10,GME,GME,S,CBOE,12230
2021/05/10,GME,GME,S,EDGX,4399
2021/05/11,GME,GME,S,BATS,11365
2021/05/11,GME,GME,S,C2,2395
2021/05/11,GME,GME,S,CBOE,7081
2021/05/11,GME,GME,S,EDGX,6265
2021/05/12,GME,GME,S,BATS,8143
2021/05/12,GME,GME,S,C2,2149
2021/05/12,GME,GME,S,CBOE,6351
2021/05/12,GME,GME,S,EDGX,5747
2021/05/13,GME,GME,S,BATS,17499
2021/05/13,GME,GME,S,C2,6459
2021/05/13,GME,GME,S,CBOE,16896
2021/05/13,GME,GME,S,EDGX,12310
2021/05/14,GME,GME,S,BATS,11816
2021/05/14,GME,GME,S,C2,3458
2021/05/14,GME,GME,S,CBOE,12382
2021/05/14,GME,GME,S,EDGX,8871
2021/05/17,GME,GME,S,BATS,11739
2021/05/17,GME,GME,S,C2,4830
2021/05/17,GME,GME,S,CBOE,13426
2021/05/17,GME,GME,S,EDGX,8997
2021/05/18,GME,GME,S,BATS,11725
2021/05/18,GME,GME,S,C2,3502
2021/05/18,GME,GME,S,CBOE,11661
2021/05/18,GME,GME,S,EDGX,5989
2021/05/19,GME,GME,S,BATS,8816
2021/05/19,GME,GME,S,C2,2934
2021/05/19,GME,GME,S,CBOE,6314
2021/05/19,GME,GME,S,EDGX,4844
2021/05/20,GME,GME,S,BATS,5295
2021/05/20,GME,GME,S,C2,1448
2021/05/20,GME,GME,S,CBOE,6058
2021/05/20,GME,GME,S,EDGX,2584
2021/05/21,GME,GME,S,BATS,12651
2021/05/21,GME,GME,S,C2,2986
2021/05/21,GME,GME,S,CBOE,18798
2021/05/21,GME,GME,S,EDGX,8147
2021/05/24,GME,GME,S,BATS,8107
2021/05/24,GME,GME,S,C2,2701
2021/05/24,GME,GME,S,CBOE,14994
2021/05/24,GME,GME,S,EDGX,5618
2021/05/25,GME,GME,S,BATS,21551
2021/05/25,GME,GME,S,C2,7482
2021/05/25,GME,GME,S,CBOE,28736
2021/05/25,GME,GME,S,EDGX,14389
2021/05/26,GME,GME,S,BATS,27171
2021/05/26,GME,GME,S,C2,11295
2021/05/26,GME,GME,S,CBOE,29958
2021/05/26,GME,GME,S,EDGX,15667
2021/05/27,GME,GME,S,BATS,26604
2021/05/27,GME,GME,S,C2,9132
2021/05/27,GME,GME,S,CBOE,25796
2021/05/27,GME,GME,S,EDGX,13705
2021/05/28,GME,GME,S,BATS,25181
2021/05/28,GME,GME,S,C2,7814
2021/05/28,GME,GME,S,CBOE,25869
2021/05/28,GME,GME,S,EDGX,15859
2021/06/01,GME,GME,S,BATS,12289
2021/06/01,GME,GME,S,C2,4521
2021/06/01,GME,GME,S,CBOE,16009
2021/06/01,GME,GME,S,EDGX,3636
2021/06/02,GME,GME,S,BATS,21174
2021/06/02,GME,GME,S,C2,7747
2021/06/02,GME,GME,S,CBOE,23944
2021/06/02,GME,GME,S,EDGX,7705
2021/06/03,GME,GME,S,BATS,16566
2021/06/03,GME,GME,S,C2,4949
2021/06/03,GME,GME,S,CBOE,16229
2021/06/03,GME,GME,S,EDGX,5377
2021/06/04,GME,GME,S,BATS,12389
2021/06/04,GME,GME,S,C2,3837
2021/06/04,GME,GME,S,CBOE,12781
2021/06/04,GME,GME,S,EDGX,5754
2021/06/07,GME,GME,S,BATS,8128
2021/06/07,GME,GME,S,C2,2459
2021/06/07,GME,GME,S,CBOE,16367
2021/06/07,GME,GME,S,EDGX,3148
2021/06/08,GME,GME,S,BATS,16437
2021/06/08,GME,GME,S,C2,5854
2021/06/08,GME,GME,S,CBOE,22130
2021/06/08,GME,GME,S,EDGX,6946
2021/06/09,GME,GME,S,BATS,16802
2021/06/09,GME,GME,S,C2,5264
2021/06/09,GME,GME,S,CBOE,26399
2021/06/09,GME,GME,S,EDGX,9035
2021/06/10,GME,GME,S,BATS,43180
2021/06/10,GME,GME,S,C2,9246
2021/06/10,GME,GME,S,CBOE,44176
2021/06/10,GME,GME,S,EDGX,16034
2021/06/11,GME,GME,S,BATS,34958
2021/06/11,GME,GME,S,C2,8398
2021/06/11,GME,GME,S,CBOE,34266
2021/06/11,GME,GME,S,EDGX,12455
2021/06/14,GME,GME,S,BATS,11415
2021/06/14,GME,GME,S,C2,3111
2021/06/14,GME,GME,S,CBOE,10448
2021/06/14,GME,GME,S,EDGX,3879
2021/06/15,GME,GME,S,BATS,10434
2021/06/15,GME,GME,S,C2,2461
2021/06/15,GME,GME,S,CBOE,13373
2021/06/15,GME,GME,S,EDGX,5555
2021/06/16,GME,GME,S,BATS,15192
2021/06/16,GME,GME,S,C2,5572
2021/06/16,GME,GME,S,CBOE,34497
2021/06/16,GME,GME,S,EDGX,15354
2021/06/17,GME,GME,S,BATS,12749
2021/06/17,GME,GME,S,C2,3249
2021/06/17,GME,GME,S,CBOE,16682
2021/06/17,GME,GME,S,EDGX,12254
2021/06/18,GME,GME,S,BATS,13201
2021/06/18,GME,GME,S,C2,3154
2021/06/18,GME,GME,S,CBOE,15702
2021/06/18,GME,GME,S,EDGX,4776
2021/06/21,GME,GME,S,BATS,12079
2021/06/21,GME,GME,S,C2,2741
2021/06/21,GME,GME,S,CBOE,17452
2021/06/21,GME,GME,S,EDGX,4083
2021/06/22,GME,GME,S,BATS,11719
2021/06/22,GME,GME,S,C2,2729
2021/06/22,GME,GME,S,CBOE,17443
2021/06/22,GME,GME,S,EDGX,3676
2021/06/23,GME,GME,S,BATS,11434
2021/06/23,GME,GME,S,C2,1981
2021/06/23,GME,GME,S,CBOE,16665
2021/06/23,GME,GME,S,EDGX,10465
2021/06/24,GME,GME,S,BATS,20987
2021/06/24,GME,GME,S,C2,3012
2021/06/24,GME,GME,S,CBOE,16404
2021/06/24,GME,GME,S,EDGX,4598
2021/06/25,GME,GME,S,BATS,28372
2021/06/25,GME,GME,S,C2,3863
2021/06/25,GME,GME,S,CBOE,30107
2021/06/25,GME,GME,S,EDGX,7122
2021/06/28,GME,GME,S,BATS,12255
2021/06/28,GME,GME,S,C2,2125
2021/06/28,GME,GME,S,CBOE,15404
2021/06/28,GME,GME,S,EDGX,4672
2021/06/29,GME,GME,S,BATS,7776
2021/06/29,GME,GME,S,C2,1147
2021/06/29,GME,GME,S,CBOE,9142
2021/06/29,GME,GME,S,EDGX,3362
2021/06/30,GME,GME,S,BATS,8148
2021/06/30,GME,GME,S,C2,1413
2021/06/30,GME,GME,S,CBOE,12069
2021/06/30,GME,GME,S,EDGX,2501
2021/07/01,GME,GME,S,BATS,14223
2021/07/01,GME,GME,S,C2,2292
2021/07/01,GME,GME,S,CBOE,12062
2021/07/01,GME,GME,S,EDGX,3704
2021/07/02,GME,GME,S,BATS,10598
2021/07/02,GME,GME,S,C2,2806
2021/07/02,GME,GME,S,CBOE,18347
2021/07/02,GME,GME,S,EDGX,3970
2021/07/06,GME,GME,S,BATS,6743
2021/07/06,GME,GME,S,C2,1521
2021/07/06,GME,GME,S,CBOE,11673
2021/07/06,GME,GME,S,EDGX,1943
2021/07/07,GME,GME,S,BATS,9477
2021/07/07,GME,GME,S,C2,3274
2021/07/07,GME,GME,S,CBOE,12234
2021/07/07,GME,GME,S,EDGX,3210
2021/07/08,GME,GME,S,BATS,6805
2021/07/08,GME,GME,S,C2,1273
2021/07/08,GME,GME,S,CBOE,10053
2021/07/08,GME,GME,S,EDGX,2700
2021/07/09,GME,GME,S,BATS,7915
2021/07/09,GME,GME,S,C2,1814
2021/07/09,GME,GME,S,CBOE,11087
2021/07/09,GME,GME,S,EDGX,3501
2021/07/12,GME,GME,S,BATS,6489
2021/07/12,GME,GME,S,C2,1956
2021/07/12,GME,GME,S,CBOE,11016
2021/07/12,GME,GME,S,EDGX,2187
2021/07/13,GME,GME,S,BATS,6528
2021/07/13,GME,GME,S,C2,2348
2021/07/13,GME,GME,S,CBOE,10792
2021/07/13,GME,GME,S,EDGX,2127
2021/07/14,GME,GME,S,BATS,12120
2021/07/14,GME,GME,S,C2,3629
2021/07/14,GME,GME,S,CBOE,14994
2021/07/14,GME,GME,S,EDGX,3546
2021/07/15,GME,GME,S,BATS,10555
2021/07/15,GME,GME,S,C2,4635
2021/07/15,GME,GME,S,CBOE,16692
2021/07/15,GME,GME,S,EDGX,3773
2021/07/16,GME,GME,S,BATS,11030
2021/07/16,GME,GME,S,C2,3664
2021/07/16,GME,GME,S,CBOE,20264
2021/07/16,GME,GME,S,EDGX,4644
2021/07/19,GME,GME,S,BATS,6207
2021/07/19,GME,GME,S,C2,2186
2021/07/19,GME,GME,S,CBOE,11533
2021/07/19,GME,GME,S,EDGX,2196
2021/07/20,GME,GME,S,BATS,8196
2021/07/20,GME,GME,S,C2,3504
2021/07/20,GME,GME,S,CBOE,11759
2021/07/20,GME,GME,S,EDGX,3077
2021/07/21,GME,GME,S,BATS,4891
2021/07/21,GME,GME,S,C2,2368
2021/07/21,GME,GME,S,CBOE,8801
2021/07/21,GME,GME,S,EDGX,1950
2021/07/22,GME,GME,S,BATS,6259
2021/07/22,GME,GME,S,C2,1981
2021/07/22,GME,GME,S,CBOE,6537
2021/07/22,GME,GME,S,EDGX,2268
2021/07/23,GME,GME,S,BATS,6842
2021/07/23,GME,GME,S,C2,2020
2021/07/23,GME,GME,S,CBOE,9340
2021/07/23,GME,GME,S,EDGX,3024
2021/07/26,GME,GME,S,BATS,5058
2021/07/26,GME,GME,S,C2,1359
2021/07/26,GME,GME,S,CBOE,5557
2021/07/26,GME,GME,S,EDGX,2753
2021/07/27,GME,GME,S,BATS,3385
2021/07/27,GME,GME,S,C2,1009
2021/07/27,GME,GME,S,CBOE,4376
2021/07/27,GME,GME,S,EDGX,942
2021/07/28,GME,GME,S,BATS,9100
2021/07/28,GME,GME,S,C2,3468
2021/07/28,GME,GME,S,CBOE,10207
2021/07/28,GME,GME,S,EDGX,2079
2021/07/29,GME,GME,S,BATS,6446
2021/07/29,GME,GME,S,C2,1979
2021/07/29,GME,GME,S,CBOE,6775
2021/07/29,GME,GME,S,EDGX,1904
2021/07/30,GME,GME,S,BATS,7054
2021/07/30,GME,GME,S,C2,1800
2021/07/30,GME,GME,S,CBOE,10798
2021/07/30,GME,GME,S,EDGX,5083
2021/08/02,GME,GME,S,BATS,6600
2021/08/02,GME,GME,S,C2,1782
2021/08/02,GME,GME,S,CBOE,8173
2021/08/02,GME,GME,S,EDGX,2206
2021/08/03,GME,GME,S,BATS,8151
2021/08/03,GME,GME,S,C2,2555
2021/08/03,GME,GME,S,CBOE,8013
2021/08/03,GME,GME,S,EDGX,2057
2021/08/04,GME,GME,S,BATS,6459
2021/08/04,GME,GME,S,C2,1813
2021/08/04,GME,GME,S,CBOE,5974
2021/08/04,GME,GME,S,EDGX,2221
2021/08/05,GME,GME,S,BATS,6430
2021/08/05,GME,GME,S,C2,1762
2021/08/05,GME,GME,S,CBOE,8586
2021/08/05,GME,GME,S,EDGX,2367
2021/08/06,GME,GME,S,BATS,3889
2021/08/06,GME,GME,S,C2,1613
2021/08/06,GME,GME,S,CBOE,7208
2021/08/06,GME,GME,S,EDGX,2355
2021/08/09,GME,GME,S,BATS,7674
2021/08/09,GME,GME,S,C2,2205
2021/08/09,GME,GME,S,CBOE,8275
2021/08/09,GME,GME,S,EDGX,2737
2021/08/10,GME,GME,S,BATS,4600
2021/08/10,GME,GME,S,C2,1467
2021/08/10,GME,GME,S,CBOE,6373
2021/08/10,GME,GME,S,EDGX,2450
2021/08/11,GME,GME,S,BATS,3249
2021/08/11,GME,GME,S,C2,759
2021/08/11,GME,GME,S,CBOE,4287
2021/08/11,GME,GME,S,EDGX,1549
2021/08/12,GME,GME,S,BATS,6212
2021/08/12,GME,GME,S,C2,1288
2021/08/12,GME,GME,S,CBOE,5186
2021/08/12,GME,GME,S,EDGX,1686
2021/08/13,GME,GME,S,BATS,8327
2021/08/13,GME,GME,S,C2,2095
2021/08/13,GME,GME,S,CBOE,7617
2021/08/13,GME,GME,S,EDGX,2852
2021/08/16,GME,GME,S,BATS,7275
2021/08/16,GME,GME,S,C2,1940
2021/08/16,GME,GME,S,CBOE,7551
2021/08/16,GME,GME,S,EDGX,1911
2021/08/17,GME,GME,S,BATS,4645
2021/08/17,GME,GME,S,C2,1211
2021/08/17,GME,GME,S,CBOE,4734
2021/08/17,GME,GME,S,EDGX,1935
2021/08/18,GME,GME,S,BATS,4056
2021/08/18,GME,GME,S,C2,722
2021/08/18,GME,GME,S,CBOE,3632
2021/08/18,GME,GME,S,EDGX,1971
2021/08/19,GME,GME,S,BATS,4812
2021/08/19,GME,GME,S,C2,3207
2021/08/19,GME,GME,S,CBOE,5265
2021/08/19,GME,GME,S,EDGX,2398
2021/08/20,GME,GME,S,BATS,5933
2021/08/20,GME,GME,S,C2,1660
2021/08/20,GME,GME,S,CBOE,6823
2021/08/20,GME,GME,S,EDGX,3621
2021/08/23,GME,GME,S,BATS,5872
2021/08/23,GME,GME,S,C2,1647
2021/08/23,GME,GME,S,CBOE,6526
2021/08/23,GME,GME,S,EDGX,2318
2021/08/24,GME,GME,S,BATS,50139
2021/08/24,GME,GME,S,C2,15949
2021/08/24,GME,GME,S,CBOE,32833
2021/08/24,GME,GME,S,EDGX,13381
2021/08/25,GME,GME,S,BATS,26385
2021/08/25,GME,GME,S,C2,7075
2021/08/25,GME,GME,S,CBOE,25079
2021/08/25,GME,GME,S,EDGX,10060
2021/08/26,GME,GME,S,BATS,20945
2021/08/26,GME,GME,S,C2,5057
2021/08/26,GME,GME,S,CBOE,23344
2021/08/26,GME,GME,S,EDGX,7724
2021/08/27,GME,GME,S,BATS,19327
2021/08/27,GME,GME,S,C2,3082
2021/08/27,GME,GME,S,CBOE,12981
2021/08/27,GME,GME,S,EDGX,7453
2021/08/30,GME,GME,S,BATS,12346
2021/08/30,GME,GME,S,C2,1876
2021/08/30,GME,GME,S,CBOE,11108
2021/08/30,GME,GME,S,EDGX,5046
2021/08/31,GME,GME,S,BATS,10981
2021/08/31,GME,GME,S,C2,2078
2021/08/31,GME,GME,S,CBOE,9951
2021/08/31,GME,GME,S,EDGX,5319
2021/09/01,GME,GME,S,BATS,12059
2021/09/01,GME,GME,S,C2,2699
2021/09/01,GME,GME,S,CBOE,11445
2021/09/01,GME,GME,S,EDGX,3594
2021/09/02,GME,GME,S,BATS,7602
2021/09/02,GME,GME,S,C2,1215
2021/09/02,GME,GME,S,CBOE,9281
2021/09/02,GME,GME,S,EDGX,3553
2021/09/03,GME,GME,S,BATS,18101
2021/09/03,GME,GME,S,C2,3315
2021/09/03,GME,GME,S,CBOE,17529
2021/09/03,GME,GME,S,EDGX,5448
2021/09/07,GME,GME,S,BATS,7316
2021/09/07,GME,GME,S,C2,2099
2021/09/07,GME,GME,S,CBOE,9166
2021/09/07,GME,GME,S,EDGX,2877
2021/09/08,GME,GME,S,BATS,15847
2021/09/08,GME,GME,S,C2,4448
2021/09/08,GME,GME,S,CBOE,15485
2021/09/08,GME,GME,S,EDGX,5587
2021/09/09,GME,GME,S,BATS,29136
2021/09/09,GME,GME,S,C2,7271
2021/09/09,GME,GME,S,CBOE,27106
2021/09/09,GME,GME,S,EDGX,10548
2021/09/10,GME,GME,S,BATS,15957
2021/09/10,GME,GME,S,C2,2756
2021/09/10,GME,GME,S,CBOE,14236
2021/09/10,GME,GME,S,EDGX,5679
2021/09/13,GME,GME,S,BATS,15207
2021/09/13,GME,GME,S,C2,3933
2021/09/13,GME,GME,S,CBOE,14273
2021/09/13,GME,GME,S,EDGX,4236
2021/09/14,GME,GME,S,BATS,7524
2021/09/14,GME,GME,S,C2,2368
2021/09/14,GME,GME,S,CBOE,7064
2021/09/14,GME,GME,S,EDGX,2277
2021/09/15,GME,GME,S,BATS,7519
2021/09/15,GME,GME,S,C2,2386
2021/09/15,GME,GME,S,CBOE,7070
2021/09/15,GME,GME,S,EDGX,1951
2021/09/16,GME,GME,S,BATS,12622
2021/09/16,GME,GME,S,C2,3961
2021/09/16,GME,GME,S,CBOE,13404
2021/09/16,GME,GME,S,EDGX,3864
2021/09/17,GME,GME,S,BATS,11038
2021/09/17,GME,GME,S,C2,2634
2021/09/17,GME,GME,S,CBOE,12962
2021/09/17,GME,GME,S,EDGX,4160
2021/09/20,GME,GME,S,BATS,10256
2021/09/20,GME,GME,S,C2,3277
2021/09/20,GME,GME,S,CBOE,10118
2021/09/20,GME,GME,S,EDGX,3164
2021/09/21,GME,GME,S,BATS,5952
2021/09/21,GME,GME,S,C2,1498
2021/09/21,GME,GME,S,CBOE,5748
2021/09/21,GME,GME,S,EDGX,2191
2021/09/22,GME,GME,S,BATS,4386
2021/09/22,GME,GME,S,C2,1130
2021/09/22,GME,GME,S,CBOE,4184
2021/09/22,GME,GME,S,EDGX,1589
2021/09/23,GME,GME,S,BATS,5115
2021/09/23,GME,GME,S,C2,1658
2021/09/23,GME,GME,S,CBOE,5934
2021/09/23,GME,GME,S,EDGX,1873
2021/09/24,GME,GME,S,BATS,5403
2021/09/24,GME,GME,S,C2,1361
2021/09/24,GME,GME,S,CBOE,8076
2021/09/24,GME,GME,S,EDGX,3044
2021/09/27,GME,GME,S,BATS,5813
2021/09/27,GME,GME,S,C2,1137
2021/09/27,GME,GME,S,CBOE,5341
2021/09/27,GME,GME,S,EDGX,2802
2021/09/28,GME,GME,S,BATS,6656
2021/09/28,GME,GME,S,C2,1319
2021/09/28,GME,GME,S,CBOE,4825
2021/09/28,GME,GME,S,EDGX,1999
2021/09/29,GME,GME,S,BATS,5631
2021/09/29,GME,GME,S,C2,1254
2021/09/29,GME,GME,S,CBOE,4696
2021/09/29,GME,GME,S,EDGX,1642
2021/09/30,GME,GME,S,BATS,13248
2021/09/30,GME,GME,S,C2,7089
2021/09/30,GME,GME,S,CBOE,12048
2021/09/30,GME,GME,S,EDGX,4299
2021/10/01,GME,GME,S,BATS,7682
2021/10/01,GME,GME,S,C2,2334
2021/10/01,GME,GME,S,CBOE,12490
2021/10/01,GME,GME,S,EDGX,3235
